POCO,CADASTRO,ESTADO,BACIA,TERRA_MAR,TIPO,CATEGORIA,SITUACAO,INICIO,TERMINO,CONCLUSAO,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DURACAO,ANO_INICIO,ANO_TERMINO
1-BRSA-487-RN,72100022251,RN,Potiguar,T,1,Pioneiro,DEVOLVIDO,2007-03-23,2007-03-30,2007-04-01,"-5,2627891666","-36,5005938888",-545.0,612.0,612.0,67.0,,0.0,7,2007,2007
1-BRSA-489D-RN,72100022277,RN,Potiguar,T,1,Pioneiro,ARRASADO,2007-04-13,2007-09-05,2009-09-11,"-5,5085802777","-37,7650072222",-4461.0,4609.0,,124.0,,0.0,145,2007,2007
1-BRSA-491-SPS,86316022285,SP,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2007-04-04,2007-07-18,2007-09-15,"-25,5801516666","-43,5072119444",-5699.0,5718.0,5718.0,18.0,0.0,2139.0,105,2007,2007
1-BRSA-495D-RN,72100022312,RN,Potiguar,T,1,Pioneiro,DEVOLVIDO,2007-05-06,2007-06-03,2007-06-16,"-5,5603355555","-37,6660833333",-2292.0,2505.0,2505.0,79.0,,0.0,28,2007,2007
1-BRSA-499-ES,34270022339,ES,Espírito Santo,T,1,Pioneiro,DEVOLVIDO,2007-05-20,2007-05-29,2007-07-23,"-19,3605361111","-39,8683488888",-1462.0,1473.0,1473.0,,,0.0,9,2007,2007
1-BRSA-50-ESS,34271019287,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2001-03-03,2001-03-25,2001-03-30,"-19,6199188888","-39,0326852777",3799.0,3814.0,3815.0,25.0,0.0,789.0,22,2001,2001
1-BRSA-509-RN,72100022426,RN,Potiguar,T,1,Pioneiro,FECHADO,2007-07-06,2007-07-19,2008-10-18,"-5,266655","-37,2596033333",-1736.0,1776.0,1776.0,40.0,,0.0,13,2007,2007
1-BRSA-510D-AL,8115022429,AL,Alagoas,T,1,Pioneiro,EM INTERVENÇÃO,2007-06-30,2007-09-12,2007-09-29,"-9,8849313888","-36,0681855555",-3022.0,3429.0,3429.0,88.0,,0.0,74,2007,2007
1-BRSA-511-RN,72100022439,RN,Potiguar,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2007-07-14,2007-08-15,2008-08-02,"-5,2426836111","-37,2234194444",-2567.0,2605.0,2605.0,38.0,,0.0,32,2007,2007
1-BRSA-512DA-ES,34270022473,ES,Espírito Santo,T,1,Pioneiro,DEVOLVIDO,2007-08-01,2007-08-09,2007-09-30,"-19,1988522222","-39,7880983333",-1415.0,1435.0,1435.0,8.0,,0.0,8,2007,2007
1-BRSA-512DB-ES,34270022631,ES,Espírito Santo,T,1,Pioneiro,DEVOLVIDO,2007-10-26,2007-11-25,2007-12-01,"-19,1989347222","-39,7880597222",-2809.0,2838.0,2842.0,,,0.0,30,2007,2007
1-BRSA-513D-AL,8115022447,AL,Alagoas,T,1,Pioneiro,FECHADO,2007-07-19,2007-10-29,2008-04-22,"-9,7354008333","-36,0850541666",-3216.0,3617.0,3617.0,125.0,,0.0,102,2007,2007
1-BRSA-516D-RN,72100022472,RN,Potiguar,T,1,Pioneiro,ARRASADO,2007-07-31,2007-09-10,2007-09-24,"-5,4042638888","-37,7295858333",-2084.0,2387.0,2387.0,90.0,,0.0,41,2007,2007
1-BRSA-519-ES,34270022504,ES,Espírito Santo,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2007-08-16,2007-08-22,2007-10-07,"-18,7454116666","-39,8541252777",-873.0,900.0,900.0,27.0,23.0,0.0,6,2007,2007
1-BRSA-521-RN,72100022519,RN,Potiguar,T,1,Pioneiro,FECHADO,2007-08-27,2007-10-10,2008-03-22,"-5,2712919444","-37,1747233333",-2292.0,2405.0,2405.0,113.0,,0.0,44,2007,2007
1-BRSA-527-ES,34270022553,ES,Espírito Santo,T,1,Pioneiro,DEVOLVIDO,2007-09-16,2007-10-01,2007-10-05,"-19,093695","-39,7672975",-2494.0,2500.0,2500.0,,,0.0,15,2007,2007
1-BRSA-53-RJS,74316019303,RJ,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2001-03-10,2001-04-20,2001-05-18,"-24,3431388888","-42,4097708333",4503.0,4527.0,4527.0,24.0,0.0,1489.0,41,2001,2001
1-BRSA-532A-SPS,86316022619,SP,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2007-10-20,2008-02-26,2008-05-18,"-25,6242711111","-43,9054516666",6747.0,6773.0,6773.0,25.0,0.0,2144.0,129,2007,2008
1-BRSA-532-SPS,86316022586,SP,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2007-10-02,2007-10-20,2007-10-20,"-25,6244733333","-43,9057313888",-3420.0,3445.0,3445.0,25.0,0.0,2138.0,18,2007,2007
1-BRSA-533-RN,72100022589,RN,Potiguar,T,1,Pioneiro,DEVOLVIDO,2007-10-03,2007-12-30,2008-01-16,"-5,5245544444","-37,3703325",-4010.0,4126.0,4126.0,92.0,84.0,0.0,88,2007,2007
1-BRSA-535-ESS,34271022591,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2007-10-07,2007-10-20,2007-10-20,"-20,4202036111","-39,6262469444",-2143.0,2162.0,2162.0,19.0,0.0,1649.0,13,2007,2007
1-BRSA-540-BA,20240022637,BA,Recôncavo,T,1,Pioneiro,ARRASADO,2007-11-04,2007-11-15,2007-11-19,"-11,9038255555","-37,9244716666",1239.0,1326.0,1329.0,,,0.0,11,2007,2007
1-BRSA-543-RN,72100022649,RN,Potiguar,T,1,Pioneiro,PRODUZINDO,2007-11-07,2007-11-15,2009-01-01,"-5,45298","-37,0739736111",-600.0,721.0,721.0,121.0,,0.0,8,2007,2007
1-BRSA-544D-RN,72100022653,RN,Potiguar,T,1,Pioneiro,ARRASADO,2007-11-11,2007-12-06,2007-12-20,"-5,6023941666","-37,4321216666",1312.0,1860.0,1860.0,122.0,,0.0,25,2007,2007
1-BRSA-546-RN,72100022661,RN,Potiguar,T,1,Pioneiro,ARRASADO,2007-11-12,2007-11-16,2007-11-18,"-5,2906913888","-36,5432186111",493.0,517.0,517.0,24.0,,0.0,4,2007,2007
1-BRSA-549-RN,72100022671,RN,Potiguar,T,1,Pioneiro,FECHADO,2007-10-31,2007-12-08,2008-03-30,"-5,2330538888","-36,9489866666",-2201.0,2288.0,2288.0,87.0,,0.0,38,2007,2007
1-BRSA-551-SE,90120022680,SE,Sergipe,T,1,Pioneiro,FECHADO,2007-11-23,2007-12-01,2008-02-08,"-10,7178725","-37,1274452777",-676.0,720.0,720.0,44.0,,0.0,8,2007,2007
1-BRSA-555-RJS,74316022701,RJ,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2007-12-12,2008-04-20,2008-05-03,"-23,9675594444","-42,3316958333",-5994.0,6024.0,6024.0,25.0,0.0,874.0,130,2007,2008
1-BRSA-557-RJS,74316022705,RJ,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2007-12-11,2008-03-15,2008-03-29,"-23,9295155555","-41,6817144444",-4872.0,4890.0,4890.0,,0.0,,95,2007,2008
1-BRSA-558-RN,72100022707,RN,Potiguar,T,1,Pioneiro,ARRASADO,2007-12-10,2008-02-09,2008-12-30,"-5,4749072222","-37,3080822222",-2770.0,2838.0,2838.0,51.0,,0.0,61,2007,2008
1-BRSA-559A-RJS,74316023181,RJ,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-07-21,2008-09-05,2008-09-29,"-25,5023975","-42,4414833333",-5753.0,5773.0,5773.0,18.0,0.0,2197.0,46,2008,2008
1-BRSA-559-RJS,74316022708,RJ,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2007-12-09,2008-01-31,2008-07-21,"-25,5023702777","-42,4414994444",-5223.0,5252.0,5256.0,18.0,0.0,2197.0,53,2007,2008
1-BRSA-561-ES,34270022713,ES,Espírito Santo,T,1,Pioneiro,DEVOLVIDO,2007-12-06,2008-01-04,2008-01-12,"-19,3792741666","-39,8274330555",-2856.0,2866.0,2866.0,,,0.0,29,2007,2008
1-BRSA-562B-RJS,74281022782,RJ,Campos,M,1,Pioneiro,ARRASADO,2008-01-15,2008-02-25,2008-03-09,"-22,1740686111","-40,5049261111",-3803.0,3830.0,3830.0,27.0,0.0,68.0,41,2008,2008
1-BRSA-57-ES,34270019327,ES,Espírito Santo,T,1,Pioneiro,FECHADO,2001-03-25,2001-05-02,2001-07-10,"-19,3311575","-39,7568088888",2762.0,2774.0,2774.0,12.0,,0.0,38,2001,2001
1-BRSA-571-RN,72100022764,RN,Potiguar,T,1,Pioneiro,DEVOLVIDO,2008-01-06,2008-01-16,2008-01-18,"-4,8424319444","-37,2790130555",-958.0,994.0,994.0,36.0,,0.0,10,2008,2008
1-BRSA-572-ESS,34271022767,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-01-01,2008-02-04,2008-02-12,"-19,8652561111","-39,4038516666",-3600.0,3612.0,3612.0,12.0,0.0,1200.0,34,2008,2008
1-BRSA-573-BA,20260022777,BA,Mucuri,T,1,Pioneiro,DEVOLVIDO,2008-01-09,2008-01-15,2009-10-07,"-17,8851283333","-39,4717763888",-735.0,747.0,747.0,12.0,,0.0,6,2008,2008
1-BRSA-574-SE,90120022784,SE,Sergipe,T,1,Pioneiro,PRODUZINDO,2008-01-09,2008-01-21,2008-01-23,"-10,6954383333","-37,1466269444",-634.0,712.0,712.0,78.0,,0.0,12,2008,2008
1-BRSA-576-RN,72100022789,RN,Potiguar,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2008-01-21,2008-01-30,2008-04-16,"-5,2212488888","-36,4195919444",-667.0,713.0,713.0,46.0,,0.0,9,2008,2008
1-BRSA-580-RN,72100022806,RN,Potiguar,T,1,Pioneiro,ARRASADO,2008-02-07,2008-03-07,2008-03-19,"-5,5621161111","-37,8701202777",-1445.0,1575.0,1575.0,131.0,125.0,0.0,29,2008,2008
1-BRSA-584D-BA,20260022829,BA,Mucuri,T,1,Pioneiro,DEVOLVIDO,2008-02-12,2008-03-08,2009-10-07,"-17,8325505555","-39,3945694444",-1081.0,1131.0,1131.0,,,0.0,25,2008,2008
1-BRSA-585-ESS,34271022830,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-02-13,2008-03-23,2008-04-06,"-19,8388847222","-39,4955188888",-4597.0,4610.0,4610.0,12.0,0.0,867.0,39,2008,2008
1-BRSA-586-RN,72100022836,RN,Potiguar,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2008-02-16,2008-02-20,2008-06-10,"-5,4296130555","-36,9308736111",-402.0,450.0,450.0,48.0,,0.0,4,2008,2008
1-BRSA-587-BA,20240022841,BA,Recôncavo,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2008-02-19,2008-05-21,2009-03-18,"-12,6238391666","-38,4288736111",-3358.0,3482.0,3482.0,,108.0,0.0,92,2008,2008
1-BRSA-594-SPS,86316022894,SP,Santos,M,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2008-03-22,2008-07-01,2008-07-17,"-25,8065775","-43,2252808333",5960.0,5993.0,5993.0,32.0,0.0,2140.0,101,2008,2008
1-BRSA-595-SE,90120022909,SE,Sergipe,T,1,Pioneiro,ARRASADO,2008-03-28,2008-04-17,2008-04-19,"-10,7156277777","-37,1220608333",-648.0,702.0,702.0,54.0,,0.0,20,2008,2008
1-BRSA-597-RJS,74316022911,RJ,Santos,M,1,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2008-03-27,2008-10-11,2008-11-28,"-24,4328080555","-43,1129872222",-5989.0,6030.0,6030.0,27.0,0.0,1275.0,198,2008,2008
1-BRSA-598DP-RN,72100022912,RN,Potiguar,T,1,Pioneiro,ARRASADO,2008-03-20,2008-03-31,2008-04-05,"-5,5621161111","-37,8701202777",-1509.0,1713.0,1713.0,131.0,125.0,0.0,11,2008,2008
1-BRSA-60-SCS,82316019353,SC,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2001-04-07,2001-09-02,2001-09-02,"-26,9699816666","-46,8793219444",5341.0,5376.0,5376.0,25.0,0.0,195.0,148,2001,2001
1-BRSA-602-RN,72100022952,RN,Potiguar,T,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-04-14,2008-04-24,2008-07-04,"-5,1990175","-36,3947188888",-770.0,790.0,790.0,,,0.0,10,2008,2008
1-BRSA-604D-ES,34270022957,ES,Espírito Santo,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2008-04-18,2008-05-02,2008-08-03,"-18,8191697222","-39,9033641666",-619.0,889.0,889.0,30.0,,0.0,14,2008,2008
1-BRSA-605-SE,90120022963,SE,Sergipe,T,1,Pioneiro,PRODUZINDO,2008-04-23,2008-04-30,2008-05-02,"-10,7055566666","-37,1465113888",-605.0,670.0,670.0,65.0,60.0,0.0,7,2008,2008
1-BRSA-606-ESS,34281022969,ES,Campos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-04-27,2008-06-24,2008-07-03,"-21,0244858333","-39,8727797222",-4329.0,4348.0,4348.0,19.0,0.0,1653.0,58,2008,2008
1-BRSA-607-SPS,86316022970,SP,Santos,M,1,Pioneiro,FECHADO,2008-04-25,2008-05-10,2008-06-05,"-26,4527175","-46,5625277777",2177.0,2202.0,2202.0,25.0,0.0,235.0,15,2008,2008
1-BRSA-614-BAS,20266023026,BA,Almada,M,1,Pioneiro,ARRASADO,2008-05-19,2008-06-15,2008-06-23,"-14,6936905555","-38,8258722222",-2845.0,2870.0,2870.0,25.0,0.0,1147.0,27,2008,2008
1-BRSA-617-SCS,82316023029,SC,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-05-20,2008-10-08,2008-10-13,"-27,1092402777","-46,5672447222",-5049.0,5074.0,5074.0,25.0,0.0,468.0,141,2008,2008
1-BRSA-619-RJS,74281023044,RJ,Campos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-05-23,2008-06-19,2008-06-19,"-22,6684319444","-40,7784236111",-2173.0,2200.0,2200.0,27.0,0.0,102.0,27,2008,2008
1-BRSA-627-RN,72100023101,RN,Potiguar,T,1,Pioneiro,ARRASADO,2008-06-20,2008-07-01,2008-07-01,"-5,2298072222","-36,3892575",-586.0,621.0,621.0,,,0.0,11,2008,2008
1-BRSA-628-RN,72100023110,RN,Potiguar,T,1,Pioneiro,FECHADO,2008-06-20,2008-07-07,2008-10-21,"-5,2866905555","-37,2866541666",-1859.0,1874.0,1874.0,15.0,,0.0,17,2008,2008
1-BRSA-63-RN,72100019378,RN,Potiguar,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2001-04-18,2001-05-24,2006-01-14,"-5,5291805555","-37,5790969444",2070.0,2133.0,2133.0,56.0,,0.0,36,2001,2001
1-BRSA-635-SCS,82316023135,SC,Santos,M,1,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2008-07-03,2008-08-20,2008-09-02,"-27,0090336111","-46,8362911111",-5204.0,5230.0,5230.0,25.0,0.0,212.0,48,2008,2008
1-BRSA-64-RNS,72101019382,RN,Potiguar,M,1,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2001-04-19,2001-06-29,2001-07-18,"-4,6578830555","-36,8786122222",-4505.0,4545.0,4545.0,27.0,0.0,17.0,71,2001,2001
1-BRSA-642-SPS,86316023197,SP,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-07-29,2008-11-16,2008-12-04,"-24,9077025","-45,3209525",5344.0,5371.0,5371.0,23.0,0.0,103.0,110,2008,2008
1-BRSA-643-SE,90120023198,SE,Sergipe,T,1,Pioneiro,DEVOLVIDO,2008-07-29,2008-08-05,2008-08-06,"-10,504495","-36,9243622222",-490.0,577.0,577.0,87.0,,0.0,7,2008,2008
1-BRSA-645-SE,90120023200,SE,Sergipe,T,1,Pioneiro,ARRASADO,2008-07-30,2008-09-01,2008-09-04,"-10,5259888888","-36,8791825",-1673.0,1771.0,1771.0,98.0,,0.0,33,2008,2008
1-BRSA-650D-ESS,34271023222,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-08-10,2009-01-21,2009-03-13,"-19,7770775","-39,5659069444",-4894.0,5030.0,5030.0,35.0,0.0,60.0,164,2008,2009
1-BRSA-658-SPS,86316023264,SP,Santos,M,1,Pioneiro,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,2008-08-25,2008-09-17,2008-10-28,"-26,4123297222","-46,4964352777",-2300.0,2322.0,2322.0,22.0,0.0,276.0,23,2008,2008
1-BRSA-659-SE,90120023271,SE,Sergipe,T,1,Pioneiro,FECHADO,2008-08-28,2008-09-17,2008-11-14,"-10,7052158333","-37,0887141666",-697.0,754.0,754.0,57.0,,0.0,20,2008,2008
1-BRSA-664-ES,34270023331,ES,Espírito Santo,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2008-09-21,2008-10-11,2009-02-04,"-18,9802472222","-39,8421352777",-1966.0,1977.0,1977.0,11.0,6.0,0.0,20,2008,2008
1-BRSA-665-RJS,74281023333,RJ,Campos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-09-24,2008-12-11,2008-12-23,"-23,5654013888","-40,7658341666",-5150.0,5177.0,5177.0,25.0,0.0,2256.0,78,2008,2008
1-BRSA-667-SPS,86316023335,SP,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-09-25,2008-10-13,2008-10-18,"-26,3298436111","-46,5534783333",-2164.0,2189.0,2189.0,25.0,0.0,196.0,18,2008,2008
1-BRSA-669-BAS,20251023374,BA,Jequitinhonha,M,1,Pioneiro,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2008-10-09,2008-12-23,2009-01-21,"-15,4618602777","-38,2963783333",-5281.0,5300.0,5300.0,18.0,0.0,2336.0,75,2008,2008
1-BRSA-675-RN,72100023436,RN,Potiguar,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2008-11-03,2008-11-29,2009-04-11,"-5,4788711111","-37,3359747222",-2158.0,2226.0,2226.0,,,0.0,26,2008,2008
1-BRSA-680-RN,72100023466,RN,Potiguar,T,1,Pioneiro,ARRASADO,2008-11-16,2008-12-11,2009-09-03,"-5,3635186111","-37,4952038888",-2073.0,2115.0,2115.0,,,0.0,25,2008,2008
1-BRSA-682-ESS,34271023481,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-11-22,2009-04-25,2009-05-13,"-20,3564994444","-39,49629",-5547.0,5571.0,5571.0,24.0,0.0,1798.0,154,2008,2009
1-BRSA-683-ESS,34271023494,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-11-26,2009-09-18,2009-10-04,"-20,037655","-39,2531283333",-5430.0,5444.0,5444.0,14.0,0.0,1723.0,296,2008,2009
1-BRSA-686-ES,34270023497,ES,Espírito Santo,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2008-11-29,2008-12-12,2009-06-08,"-18,7599772222","-39,8469522222",-1113.0,1144.0,1146.0,33.0,,0.0,13,2008,2008
1-BRSA-687-RN,72100023505,RN,Potiguar,T,1,Pioneiro,ARRASADO,2008-12-03,2008-12-30,2009-05-26,"-5,3601894444","-37,4293616666",1954.0,2021.0,2021.0,,,0.0,27,2008,2008
1-BRSA-688-RN,72100023506,RN,Potiguar,T,1,Pioneiro,ARRASADO,2008-12-04,2008-12-10,2008-12-12,"-5,1983755555","-36,3211547222",-619.0,633.0,633.0,,,0.0,6,2008,2008
1-BRSA-689-SE,90120023508,SE,Sergipe,T,1,Pioneiro,ARRASADO,2008-12-05,2008-12-18,2008-12-23,"-10,6958797222","-37,0959002777",-702.0,774.0,775.0,73.0,,0.0,13,2008,2008
1-BRSA-693-RN,72100023526,RN,Potiguar,T,1,Pioneiro,ARRASADO,2008-12-15,2008-12-19,2009-07-15,"-5,4143336111","-36,8733897222",-396.0,412.0,412.0,,,0.0,4,2008,2008
1-BRSA-696-SE,90120023544,SE,Sergipe,T,1,Pioneiro,PRODUZINDO,2008-12-17,2008-12-31,2009-01-02,"-10,7242541666","-37,1433808333",-670.0,743.0,743.0,73.0,,0.0,14,2008,2008
1-BRSA-697-RN,72100023553,RN,Potiguar,T,1,Pioneiro,ARRASADO,2008-12-23,2008-12-26,2009-07-15,"-5,4120752777","-36,8305375",-398.0,417.0,417.0,,,0.0,3,2008,2008
1-BRSA-699D-BA,20240023569,BA,Recôncavo,T,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2008-12-31,2009-01-07,2009-01-10,"-12,2509494444","-38,4595977777",-802.0,1002.0,,,192.0,0.0,7,2008,2009
1-BRSA-704-ES,34270023596,ES,Espírito Santo,T,1,Pioneiro,DEVOLVIDO,2009-01-11,2009-04-04,2009-04-08,"-19,4115175","-39,8224930555",-2113.0,2120.0,,,,0.0,83,2009,2009
1-BRSA-706-SPS,86316023625,SP,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2009-01-17,2009-02-27,2009-05-28,"-24,7110480555","-44,42772",-4549.0,4573.0,4573.0,23.0,0.0,471.0,41,2009,2009
1-BRSA-707-SPS,86316023643,SP,Santos,M,1,Pioneiro,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,2009-01-25,2009-03-02,2009-03-13,"-24,4262027777","-44,2743625",-4071.0,4095.0,4096.0,25.0,0.0,335.0,36,2009,2009
1-BRSA-71A-RJS,74281019457,RJ,Campos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2001-06-02,2001-07-07,2001-07-14,"-22,1397316666","-39,135525",5437.0,5461.0,5461.0,24.0,0.0,2460.0,35,2001,2001
1-BRSA-710-RNS,72101023693,RN,Potiguar,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2009-02-10,2009-06-03,2009-07-16,"-4,8363258333","-36,2245375",-3509.0,3529.0,3536.0,,0.0,,113,2009,2009
1-BRSA-712D-BA,20240023712,BA,Recôncavo,T,1,Pioneiro,PRODUZINDO,2009-02-25,2009-03-09,2010-02-26,"-12,6987266666","-38,6034369444",-1201.0,1299.0,1299.0,54.0,,0.0,12,2009,2009
1-BRSA-714-AM,14020023728,AM,Solimões,T,1,Pioneiro,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,2009-02-28,2009-04-20,2009-04-30,"-5,0207872222","-64,1935183333",-2125.0,2170.0,2170.0,45.0,,0.0,51,2009,2009
1-BRSA-718-ES,34270023781,ES,Espírito Santo,T,1,Pioneiro,DEVOLVIDO,2009-03-20,2009-03-24,2009-07-28,"-19,3136727777","-39,8084702777",-2111.0,2121.0,2121.0,10.0,,0.0,4,2009,2009
1-BRSA-719-ESS,34271023789,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2009-03-22,2009-07-31,2009-11-23,"-19,5393436111","-39,0817811111",5526.0,5574.0,5574.0,33.0,0.0,74.0,131,2009,2009
1-BRSA-724-ESS,34281023845,ES,Campos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2009-04-17,2009-05-10,2009-05-21,"-21,0867672222","-40,0981594444",3200.0,3212.0,3212.0,12.0,0.0,1177.0,23,2009,2009
1-BRSA-729-MAS,50081023859,MA,Barreirinhas,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2009-04-24,2009-08-21,2009-09-02,"-1,6567122222","-42,7074616666",5422.0,5452.0,5452.0,25.0,0.0,2066.0,119,2009,2009
1-BRSA-731-ES,34270023889,ES,Espírito Santo,T,1,Pioneiro,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2009-05-11,2009-05-25,2009-07-30,"-18,7109069444","-39,8428144444",-920.0,927.0,927.0,7.0,,0.0,14,2009,2009
1-BRSA-732D-RNS,72101023890,RN,Potiguar,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2009-05-12,2009-09-16,2009-11-29,"-4,7197658333","-36,6981991666",-4208.0,4400.0,,,0.0,,127,2009,2009
1-BRSA-735-ESS,34271023914,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2009-05-17,2009-06-18,2009-06-29,"-20,5323469444","-39,7071816666",-3709.0,3733.0,3733.0,24.0,0.0,1607.0,32,2009,2009
1-BRSA-736D-ESS,34271023917,ES,Espírito Santo,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2009-05-24,2009-06-30,2009-07-07,"-19,7320613888","-39,1646513888",-4624.0,4700.0,4700.0,12.0,0.0,1228.0,37,2009,2009
1-BRSA-738-AM,14020023941,AM,Solimões,T,1,Pioneiro,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,2009-06-01,2009-07-10,2009-07-20,"-4,9314488888","-64,2649591666",-2447.0,2513.0,2513.0,66.0,60.0,0.0,39,2009,2009
1-BRSA-739-ES,34270023958,ES,Espírito Santo,T,1,Pioneiro,DEVOLVIDO,2009-06-13,2010-01-04,2010-03-15,"-19,5467158333","-39,7980277777",-3011.0,3021.0,,,,0.0,205,2009,2010
1-BRSA-74A-RJS,74316019474,RJ,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2001-06-11,2001-06-15,2001-06-15,"-24,2427944444","-42,3138658333",2300.0,1643.0,2300.0,24.0,0.0,1560.0,4,2001,2001
1-BRSA-74B-RJS,74316019484,RJ,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2001-06-16,2001-08-31,2001-09-05,"-24,2475883333","-42,3113927777",5504.0,5528.0,5528.0,24.0,0.0,1549.0,76,2001,2001
1-BRSA-74-RJS,74316019461,RJ,Santos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2001-06-04,2001-06-07,2001-06-10,"-24,2426930555","-42,3137597222",2300.0,2300.0,2300.0,24.0,0.0,1560.0,3,2001,2001
1-BRSA-75A-ESS,34281019469,ES,Campos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2001-06-09,2001-06-09,2001-06-09,"-21,0628477777","-39,9087019444",3942.0,1662.0,3957.0,25.0,0.0,1606.0,0,2001,2001
1-BRSA-75-ESS,34281019465,ES,Campos,M,1,Pioneiro,ABANDONADO PERMANENTEMENTE,2001-06-06,2001-06-06,2001-06-06,"-21,0626777777","-39,9087319444",3942.0,1642.0,3957.0,25.0,0.0,1606.0,0,2001,2001
1-BRSA-753D-RN,72100024034,RN,Potiguar,T,1,Pioneiro,PRODUZINDO,2009-07-18,2009-08-19,2009-12-22,"-5,4387827777","-37,7947963888",-3199.0,3570.0,3562.0,,113.0,0.0,32,2009,2009
1-BRSA-754D-BA,20240024035,BA,Recôncavo,T,1,Pioneiro,FECHADO,2009-07-19,2009-08-31,2010-01-04,"-12,6389102777","-38,4472430555",-2876.0,3057.0,3058.0,,,0.0,43,2009,2009
1-BRSA-756-RNS,72101024045,RN,Potiguar,M,1,Pioneiro,ARRASADO,2009-07-21,2009-12-02,2010-03-11,"-4,7895416666","-36,3536811111",-3496.0,3519.0,3523.0,,0.0,,134,2009,2009
